question_id,mode,material_id,floor_number,difficulty,variant_number,indicator,cognitive_level,question_type,context_tag,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_value,hint_1,hint_2,explanation,common_error_tag,remedial_material_id,is_active
M1B-F13-SD-V03,PRACTICE,M1B,13,SEDANG,3,I1/I2/I3,C3,PG,voucher_biaya_layanan,"Harga barang Rp180.000 mendapat voucher Rp20.000. Setelah voucher, dikenakan biaya layanan 3% dan ongkir Rp10.000. Total bayar adalah ....",Rp160.000,Rp164.800,Rp174.800,Rp184.800,C,Rp174.800,Voucher dikurangkan sebelum biaya layanan dihitung.,Biaya layanan 3% dihitung dari Rp160.000.,Subtotal = Rp160.000. Biaya layanan = Rp4.800. Total = Rp174.800.,ERR_VOUCHER_ORDER,R1/R2,TRUE
M1B-F13-SL-V01,PRACTICE,M1B,13,SULIT,1,I1/I2/I3,C4,PG,voucher_biaya_layanan,"Harga barang Rp300.000 mendapat voucher Rp45.000. Setelah voucher, dikenakan biaya layanan 2,2% dan ongkir Rp18.000. Total bayar adalah ....",Rp305.610,Rp260.610,Rp255.000,Rp278.610,D,Rp278.610,Voucher dikurangkan sebelum biaya layanan dihitung.,"Biaya layanan 2,2% dihitung dari Rp255.000.",Subtotal = Rp255.000. Biaya layanan = Rp5.610. Total = Rp278.610.,ERR_VOUCHER_ORDER,R1/R2,TRUE
M1B-F13-SL-V02,PRACTICE,M1B,13,SULIT,2,I1/I2/I3,C4,PG,voucher_biaya_layanan,"Harga barang Rp420.000 mendapat voucher Rp70.000. Setelah voucher, dikenakan biaya layanan 3,5% dan ongkir Rp22.000. Total bayar adalah ....",Rp432.250,Rp362.250,Rp384.250,Rp350.000,C,Rp384.250,Voucher dikurangkan sebelum biaya layanan dihitung.,"Biaya layanan 3,5% dihitung dari Rp350.000.",Subtotal = Rp350.000. Biaya layanan = Rp12.250. Total = Rp384.250.,ERR_VOUCHER_ORDER,R1/R2,TRUE
M1B-F13-SL-V03,PRACTICE,M1B,13,SULIT,3,I1/I2/I3,C4,PG,voucher_biaya_layanan,"Harga barang Rp275.000 mendapat voucher Rp25.000. Setelah voucher, dikenakan biaya layanan 4% dan ongkir Rp14.000. Total bayar adalah ....",Rp274.000,Rp260.000,Rp250.000,Rp285.000,A,Rp274.000,Voucher dikurangkan sebelum biaya layanan dihitung.,Biaya layanan 4% dihitung dari Rp250.000.,Subtotal = Rp250.000. Biaya layanan = Rp10.000. Total = Rp274.000.,ERR_VOUCHER_ORDER,R1/R2,TRUE
M1B-F14-MD-V01,PRACTICE,M1B,14,MUDAH,1,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp100.000 mendapat diskon 10%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp10.000. Total bayar adalah ....",Rp109.900,Rp99.900,Rp90.000,Rp119.900,A,Rp109.900,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp90.000.",Subtotal = Rp90.000. PPN = Rp9.900. Total = Rp90.000 + Rp9.900 + Rp10.000 = Rp109.900.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-MD-V02,PRACTICE,M1B,14,MUDAH,2,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp200.000 mendapat diskon 20%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp15.000. Total bayar adalah ....",Rp217.600,Rp177.600,Rp160.000,Rp192.600,D,Rp192.600,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp160.000.",Subtotal = Rp160.000. PPN = Rp17.600. Total = Rp160.000 + Rp17.600 + Rp15.000 = Rp192.600.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-MD-V03,PRACTICE,M1B,14,MUDAH,3,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp150.000 mendapat diskon 10%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp12.000. Total bayar adalah ....",Rp135.000,Rp161.850,Rp164.850,Rp149.850,B,Rp161.850,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp135.000.",Subtotal = Rp135.000. PPN = Rp14.850. Total = Rp135.000 + Rp14.850 + Rp12.000 = Rp161.850.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SD-V01,PRACTICE,M1B,14,SEDANG,1,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp250.000 mendapat diskon 15%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp20.000. Total bayar adalah ....",Rp212.500,Rp255.875,Rp235.875,Rp273.375,B,Rp255.875,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp212.500.",Subtotal = Rp212.500. PPN = Rp23.375. Total = Rp212.500 + Rp23.375 + Rp20.000 = Rp255.875.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SD-V02,PRACTICE,M1B,14,SEDANG,2,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp320.000 mendapat diskon 25%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp18.000. Total bayar adalah ....",Rp346.400,Rp284.400,Rp240.000,Rp266.400,B,Rp284.400,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp240.000.",Subtotal = Rp240.000. PPN = Rp26.400. Total = Rp240.000 + Rp26.400 + Rp18.000 = Rp284.400.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SD-V03,PRACTICE,M1B,14,SEDANG,3,I1/I2/I3,C3,PG,diskon_ppn_ongkir,"Harga barang Rp180.000 mendapat diskon 12,5%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp16.000. Total bayar adalah ....",Rp190.825,Rp157.500,Rp174.825,Rp197.325,A,Rp190.825,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp157.500.",Subtotal = Rp157.500. PPN = Rp17.325. Total = Rp157.500 + Rp17.325 + Rp16.000 = Rp190.825.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SL-V01,PRACTICE,M1B,14,SULIT,1,I1/I2/I3,C4,PG,diskon_ppn_ongkir,"Harga barang Rp480.000 mendapat diskon 30%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp25.000. Total bayar adalah ....",Rp516.960,Rp372.960,Rp336.000,Rp397.960,D,Rp397.960,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp336.000.",Subtotal = Rp336.000. PPN = Rp36.960. Total = Rp336.000 + Rp36.960 + Rp25.000 = Rp397.960.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SL-V02,PRACTICE,M1B,14,SULIT,2,I1/I2/I3,C4,PG,diskon_ppn_ongkir,"Harga barang Rp300.000 mendapat diskon 20%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp18.000. Total bayar adalah ....",Rp326.400,Rp240.000,Rp266.400,Rp284.400,D,Rp284.400,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp240.000.",Subtotal = Rp240.000. PPN = Rp26.400. Total = Rp240.000 + Rp26.400 + Rp18.000 = Rp284.400.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F14-SL-V03,PRACTICE,M1B,14,SULIT,3,I1/I2/I3,C4,PG,diskon_ppn_ongkir,"Harga barang Rp375.000 mendapat diskon 18%. Setelah diskon, dikenakan PPN 11% dan ongkir Rp22.500. Total bayar adalah ....",Rp408.825,Rp341.325,Rp307.500,Rp363.825,D,Rp363.825,"Hitung harga setelah diskon, lalu PPN, lalu ongkir.","PPN dihitung dari subtotal setelah diskon, yaitu Rp307.500.",Subtotal = Rp307.500. PPN = Rp33.825. Total = Rp307.500 + Rp33.825 + Rp22.500 = Rp363.825.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-MD-V01,PRACTICE,M1B,15,MUDAH,1,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp100.000 mendapat diskon 20%. Setelah itu dikenakan PPN 11%. Total yang benar adalah ....,Rp93.800,Rp80.000,Rp88.800,Rp108.800,C,Rp88.800,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp80.000.,Subtotal = Rp80.000. PPN = Rp8.800. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp88.800.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-MD-V02,PRACTICE,M1B,15,MUDAH,2,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp200.000 mendapat voucher Rp50.000. Setelah itu dikenakan biaya layanan 2%. Total yang benar adalah ....,Rp203.000,Rp150.000,Rp158.000,Rp153.000,D,Rp153.000,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp150.000.,Subtotal = Rp150.000. PPN = Rp0. Biaya layanan = Rp3.000. Ongkir = Rp0. Total = Rp153.000.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-MD-V03,PRACTICE,M1B,15,MUDAH,3,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp120.000 mendapat diskon 25%. Setelah itu dikenakan biaya layanan 5%. Total yang benar adalah ....,Rp99.500,Rp124.500,Rp90.000,Rp94.500,D,Rp94.500,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp90.000.,Subtotal = Rp90.000. PPN = Rp0. Biaya layanan = Rp4.500. Ongkir = Rp0. Total = Rp94.500.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SD-V01,PRACTICE,M1B,15,SEDANG,1,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp300.000 mendapat diskon 10%. Setelah itu dikenakan PPN 11% dan biaya layanan 2%. Total yang benar adalah ....,Rp310.100,Rp305.100,Rp270.000,Rp335.100,B,Rp305.100,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp270.000.,Subtotal = Rp270.000. PPN = Rp29.700. Biaya layanan = Rp5.400. Ongkir = Rp0. Total = Rp305.100.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SD-V02,PRACTICE,M1B,15,SEDANG,2,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp250.000 mendapat voucher Rp25.000. Setelah itu dikenakan PPN 11% serta ongkir Rp15.000. Total yang benar adalah ....,Rp264.750,Rp249.750,Rp225.000,Rp289.750,A,Rp264.750,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp225.000.,Subtotal = Rp225.000. PPN = Rp24.750. Biaya layanan = Rp0. Ongkir = Rp15.000. Total = Rp264.750.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SD-V03,PRACTICE,M1B,15,SEDANG,3,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp180.000 mendapat diskon 20%. Setelah itu dikenakan biaya layanan 3% serta ongkir Rp12.000. Total yang benar adalah ....,Rp160.320,Rp196.320,Rp144.000,Rp148.320,A,Rp160.320,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp144.000.,Subtotal = Rp144.000. PPN = Rp0. Biaya layanan = Rp4.320. Ongkir = Rp12.000. Total = Rp160.320.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SL-V01,PRACTICE,M1B,15,SULIT,1,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp400.000 mendapat diskon 25%. Setelah itu dikenakan PPN 11% dan biaya layanan 2% serta ongkir Rp20.000. Total yang benar adalah ....,Rp359.000,Rp300.000,Rp339.000,Rp459.000,A,Rp359.000,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp300.000.,Subtotal = Rp300.000. PPN = Rp33.000. Biaya layanan = Rp6.000. Ongkir = Rp20.000. Total = Rp359.000.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SL-V02,PRACTICE,M1B,15,SULIT,2,I3/I4,C4,PG,basis_ppn_layanan,"Harga barang Rp360.000 mendapat voucher Rp60.000. Setelah itu dikenakan PPN 11% dan biaya layanan 2,5% serta ongkir Rp18.000. Total yang benar adalah ....",Rp340.500,Rp300.000,Rp418.500,Rp358.500,D,Rp358.500,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp300.000.,Subtotal = Rp300.000. PPN = Rp33.000. Biaya layanan = Rp7.500. Ongkir = Rp18.000. Total = Rp358.500.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F15-SL-V03,PRACTICE,M1B,15,SULIT,3,I3/I4,C4,PG,basis_ppn_layanan,Harga barang Rp500.000 mendapat diskon 30% dan voucher Rp20.000. Setelah itu dikenakan PPN 11% dan biaya layanan 3% serta ongkir Rp25.000. Total yang benar adalah ....,Rp330.000,Rp401.200,Rp376.200,Rp571.200,B,Rp401.200,Pastikan PPN atau biaya layanan dihitung dari basis yang benar.,Basis perhitungan setelah potongan adalah Rp330.000.,Subtotal = Rp330.000. PPN = Rp36.300. Biaya layanan = Rp9.900. Ongkir = Rp25.000. Total = Rp401.200.,ERR_TAX_BASE,R1/R2,TRUE
M1B-F16-MD-V01,PRACTICE,M1B,16,MUDAH,1,I1/I2/I3,C3,PG,mini_challenge_transaksi,"Harga barang Rp80.000 mendapat voucher Rp10.000, biaya layanan 2%, dan ongkir Rp12.000. Total bayar adalah ....",Rp83.400,Rp92.000,Rp70.000,Rp71.400,A,Rp83.400,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp70.000.,Subtotal = Rp70.000. PPN = Rp0. Biaya layanan = Rp1.400. Ongkir = Rp12.000. Total = Rp83.400.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-MD-V02,PRACTICE,M1B,16,MUDAH,2,I1/I2/I3,C3,PG,mini_challenge_transaksi,"Harga barang Rp120.000 mendapat diskon 20%, dikenakan PPN 11%, dan ongkir Rp10.000. Total bayar adalah ....",Rp106.560,Rp96.000,Rp130.000,Rp116.560,D,Rp116.560,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp96.000.,Subtotal = Rp96.000. PPN = Rp10.560. Biaya layanan = Rp0. Ongkir = Rp10.000. Total = Rp116.560.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-MD-V03,PRACTICE,M1B,16,MUDAH,3,I1/I2/I3,C3,PG,mini_challenge_transaksi,"Harga barang Rp150.000, biaya layanan 3%, dan ongkir Rp15.000. Total bayar adalah ....",Rp154.500,Rp150.000,Rp165.000,Rp169.500,D,Rp169.500,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp150.000.,Subtotal = Rp150.000. PPN = Rp0. Biaya layanan = Rp4.500. Ongkir = Rp15.000. Total = Rp169.500.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SD-V01,PRACTICE,M1B,16,SEDANG,1,I1/I2/I3,C4,PG,mini_challenge_transaksi,"Harga barang Rp180.000 mendapat diskon 10%, biaya layanan 2%, dan ongkir Rp14.000. Total bayar adalah ....",Rp162.000,Rp194.000,Rp179.240,Rp165.240,C,Rp179.240,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp162.000.,Subtotal = Rp162.000. PPN = Rp0. Biaya layanan = Rp3.240. Ongkir = Rp14.000. Total = Rp179.240.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SD-V02,PRACTICE,M1B,16,SEDANG,2,I1/I2/I3,C4,PG,mini_challenge_transaksi,"Harga barang Rp275.000 mendapat voucher Rp25.000, dikenakan PPN 11%, biaya layanan 2%, dan ongkir Rp18.000. Total bayar adalah ....",Rp282.500,Rp293.000,Rp300.500,Rp250.000,C,Rp300.500,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp250.000.,Subtotal = Rp250.000. PPN = Rp27.500. Biaya layanan = Rp5.000. Ongkir = Rp18.000. Total = Rp300.500.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SD-V03,PRACTICE,M1B,16,SEDANG,3,I1/I2/I3,C4,PG,mini_challenge_transaksi,"Harga barang Rp180.000 mendapat diskon 15%, dikenakan PPN 11%, dan ongkir Rp12.000. Total bayar adalah ....",Rp169.830,Rp192.000,Rp153.000,Rp181.830,D,Rp181.830,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp153.000.,Subtotal = Rp153.000. PPN = Rp16.830. Biaya layanan = Rp0. Ongkir = Rp12.000. Total = Rp181.830.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SL-V01,PRACTICE,M1B,16,SULIT,1,I1/I2/I3/I4,C4,PG,mini_challenge_transaksi,"Harga barang Rp450.000 mendapat diskon 20% mendapat voucher Rp30.000, dikenakan PPN 11%, biaya layanan 2%, dan ongkir Rp25.000. Total bayar adalah ....",Rp372.900,Rp475.000,Rp397.900,Rp330.000,C,Rp397.900,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp330.000.,Subtotal = Rp330.000. PPN = Rp36.300. Biaya layanan = Rp6.600. Ongkir = Rp25.000. Total = Rp397.900.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SL-V02,PRACTICE,M1B,16,SULIT,2,I1/I2/I3/I4,C4,PG,mini_challenge_transaksi,"Harga barang Rp400.000 mendapat diskon 10%, dikenakan PPN 11%, biaya layanan 2%, dan ongkir Rp20.000. Total bayar adalah ....",Rp420.000,Rp360.000,Rp426.800,Rp406.800,C,Rp426.800,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp360.000.,Subtotal = Rp360.000. PPN = Rp39.600. Biaya layanan = Rp7.200. Ongkir = Rp20.000. Total = Rp426.800.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1B-F16-SL-V03,PRACTICE,M1B,16,SULIT,3,I1/I2/I3/I4,C4,PG,mini_challenge_transaksi,"Harga barang Rp600.000 mendapat diskon 25% mendapat voucher Rp50.000, dikenakan PPN 11%, biaya layanan 2%, dan ongkir Rp18.000. Total bayar adalah ....",Rp400.000,Rp618.000,Rp470.000,Rp452.000,C,Rp470.000,"Urutannya: potongan dahulu, lalu PPN/layanan, lalu ongkir.",Subtotal setelah potongan adalah Rp400.000.,Subtotal = Rp400.000. PPN = Rp44.000. Biaya layanan = Rp8.000. Ongkir = Rp18.000. Total = Rp470.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1C-F17-MD-V01,PRACTICE,M1C,17,MUDAH,1,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp50.000. Barang dijual dengan total Rp60.000. Kondisi transaksi tersebut adalah ....,Untung Rp10.000,Rugi Rp60.000,Impas,Rugi Rp15.000,A,Untung Rp10.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp50.000. Harga jual = Rp60.000. Jadi untung rp10.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-MD-V02,PRACTICE,M1C,17,MUDAH,2,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp75.000. Barang dijual dengan total Rp70.000. Kondisi transaksi tersebut adalah ....,Untung Rp5.000,Impas,Rugi Rp10.000,Rugi Rp5.000,D,Rugi Rp5.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp75.000. Harga jual = Rp70.000. Jadi rugi rp5.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-MD-V03,PRACTICE,M1C,17,MUDAH,3,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp100.000. Barang dijual dengan total Rp100.000. Kondisi transaksi tersebut adalah ....,Rugi Rp5.000,Rugi Rp100.000,Impas,Untung Rp0,C,Impas,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp100.000. Harga jual = Rp100.000. Jadi impas.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SD-V01,PRACTICE,M1C,17,SEDANG,1,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp20.000. Barang dijual dengan total Rp28.000. Kondisi transaksi tersebut adalah ....,Rugi Rp28.000,Rugi Rp13.000,Impas,Untung Rp8.000,D,Untung Rp8.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp20.000. Harga jual = Rp28.000. Jadi untung rp8.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SD-V02,PRACTICE,M1C,17,SEDANG,2,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp120.000 dan ada biaya tambahan Rp20. Barang dijual dengan total Rp150.000. Kondisi transaksi tersebut adalah ....,Impas,Rugi Rp34.980,Untung Rp30.000,Untung Rp29.980,D,Untung Rp29.980,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp120.020. Harga jual = Rp150.000. Jadi untung rp29.980.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SD-V03,PRACTICE,M1C,17,SEDANG,3,I1/I2/I3,C3,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp80.000. Barang dijual dengan total Rp100.000. Kondisi transaksi tersebut adalah ....,Impas,Rugi Rp100.000,Rugi Rp25.000,Untung Rp20.000,D,Untung Rp20.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp80.000. Harga jual = Rp100.000. Jadi untung rp20.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SL-V01,PRACTICE,M1C,17,SULIT,1,I1/I2/I3,C4,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp250.000 dan ada biaya tambahan Rp30.000. Barang dijual dengan total Rp315.000. Kondisi transaksi tersebut adalah ....,Untung Rp65.000,Rugi Rp40.000,Untung Rp35.000,Impas,C,Untung Rp35.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp280.000. Harga jual = Rp315.000. Jadi untung rp35.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SL-V02,PRACTICE,M1C,17,SULIT,2,I1/I2/I3,C4,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp270.000 dan ada biaya tambahan Rp30.000. Barang dijual dengan total Rp330.000. Kondisi transaksi tersebut adalah ....,Rugi Rp35.000,Untung Rp30.000,Untung Rp60.000,Impas,B,Untung Rp30.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp300.000. Harga jual = Rp330.000. Jadi untung rp30.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F17-SL-V03,PRACTICE,M1C,17,SULIT,3,I1/I2/I3,C4,PG,modal_untung_rugi,Modal dasar sebuah transaksi adalah Rp500.000 dan ada biaya tambahan Rp75.000. Barang dijual dengan total Rp540.000. Kondisi transaksi tersebut adalah ....,Untung Rp40.000,Rugi Rp35.000,Impas,Rugi Rp40.000,B,Rugi Rp35.000,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",Modal total = Rp575.000. Harga jual = Rp540.000. Jadi rugi rp35.000.,ERR_PROFIT_LOSS_DIRECTION,R2,TRUE
M1C-F18-MD-V01,PRACTICE,M1C,18,MUDAH,1,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp80.000. Jika harga jual total Rp100.000, besar keuntungannya adalah ....",Rp10.000,Rp100.000,Rp80.000,Rp20.000,D,Rp20.000,Untung = harga jual − modal total.,Modal total = Rp80.000.,Untung = Rp100.000 − Rp80.000 = Rp20.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-MD-V02,PRACTICE,M1C,18,MUDAH,2,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp120.000. Jika harga jual total Rp150.000, besar keuntungannya adalah ....",Rp15.000,Rp30.000,Rp120.000,Rp150.000,B,Rp30.000,Untung = harga jual − modal total.,Modal total = Rp120.000.,Untung = Rp150.000 − Rp120.000 = Rp30.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-MD-V03,PRACTICE,M1C,18,MUDAH,3,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp45.000. Jika harga jual total Rp60.000, besar keuntungannya adalah ....",Rp7.500,Rp15.000,Rp45.000,Rp60.000,B,Rp15.000,Untung = harga jual − modal total.,Modal total = Rp45.000.,Untung = Rp60.000 − Rp45.000 = Rp15.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-SD-V01,PRACTICE,M1C,18,SEDANG,1,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp40.000. Jika harga jual total Rp50.000, besar keuntungannya adalah ....",Rp40.000,Rp5.000,Rp10.000,Rp50.000,C,Rp10.000,Untung = harga jual − modal total.,Modal total = Rp40.000.,Untung = Rp50.000 − Rp40.000 = Rp10.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-SD-V02,PRACTICE,M1C,18,SEDANG,2,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp200.000. Jika harga jual total Rp250.000, besar keuntungannya adalah ....",Rp200.000,Rp25.000,Rp250.000,Rp50.000,D,Rp50.000,Untung = harga jual − modal total.,Modal total = Rp200.000.,Untung = Rp250.000 − Rp200.000 = Rp50.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-SD-V03,PRACTICE,M1C,18,SEDANG,3,I1/I2/I3,C3,PG,besar_untung,"Modal dasar Rp48.000. Jika harga jual total Rp66.000, besar keuntungannya adalah ....",Rp9.000,Rp48.000,Rp66.000,Rp18.000,D,Rp18.000,Untung = harga jual − modal total.,Modal total = Rp48.000.,Untung = Rp66.000 − Rp48.000 = Rp18.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-SL-V01,PRACTICE,M1C,18,SULIT,1,I1/I2/I3,C4,PG,besar_untung,"Modal dasar Rp60.000 dan biaya tambahan Rp10.000. Jika harga jual total Rp80.000, besar keuntungannya adalah ....",Rp80.000,Rp60.000,Rp20.000,Rp10.000,D,Rp10.000,Untung = harga jual − modal total.,Modal total = Rp70.000.,Untung = Rp80.000 − Rp70.000 = Rp10.000.,ERR_PROFIT_FORMULA,R2,TRUE
M1C-F18-SL-V02,PRACTICE,M1C,18,SULIT,2,I1/I2/I3,C4,PG,besar_untung,"Modal dasar Rp60.000 dan biaya tambahan Rp15.000. Jika harga jual total Rp90.000, besar keuntungannya adalah ....",Rp30.000,Rp60.000,Rp15.000,Rp90.000,C,Rp15.000,Untung = harga jual − modal total.,Modal total = Rp75.000.,Untung = Rp90.000 − Rp75.000 = Rp15.000.,ERR_PROFIT_FORMULA,R2,TRUE
